full_name,neo,pha,sats,H,G,diameter,extent,albedo,rot_per,GM,BV,UB,spec_B,spec_T,orbit_id,epoch,equinox,e,a,q,i,om,w,ma,ad,n,tp,per_y,moid,moid_jup,t_jup,class,producer,data_arc,first_obs,last_obs,n_obs_used,condition_code,rms
 90416 (2003 YK118),Y,Y,0,18.87,,0.968,,0.062,43.58,,,,,,JPL 134,2460000.5,J2000,0.4921,1.695,0.861,7.83,326.81,233.2,209.16,2.53,0.4465,2460338.35,2.21,0.00174,2.47,4.05,APO,Otto Matic,10637,13/08/93,27/09/22,913,0,0.32352
 96189 Pygmalion (1991 NT3),Y,N,0,16.48,,3.605,,0.041,,,,,,,JPL 241,2460000.5,J2000,0.3076,1.82,1.26,13.99,287.23,293.06,354.2,2.38,0.4013,2460014.97,2.46,0.332,2.73,3.95,AMO,Otto Matic,13523,19/03/86,28/03/23,1071,0,0.51998
 96315 (1997 AP10),Y,N,0,17.05,,,,,5.872,,,,,,JPL 219,2460000.5,J2000,0.6432,1.443,0.515,6.65,293.05,356.28,229.59,2.37,0.5687,2460229.83,1.73,0.11,2.83,4.41,APO,Otto Matic,9529,09/01/97,11/02/23,995,0,0.53926
 96536 (1998 SO10),Y,N,0,15.54,,,,,,,,,,,JPL 147,2460000.5,J2000,0.7782,2.299,0.51,41.43,199.56,22.44,47.68,4.09,0.2828,2459831.9,3.49,0.455,1.19,2.89,APO,Otto Matic,16832,24/11/76,25/12/22,1542,0,0.35918
 96590 (1998 XB),Y,N,0,16.33,,0.882,,0.489,520,,,,S:,,JPL 469,2460000.5,J2000,0.3511,0.9079,0.589,13.6,75.7,202.72,194.24,1.23,1.139,2460145.98,0.865,0.113,3.88,6.49,ATE,Otto Matic,11419,01/01/92,07/04/23,2734,0,0.35931
 96631 (1999 FP59),Y,N,0,18.18,,,,,3.59,,,,,,JPL 193,2460000.5,J2000,0.2593,1.699,1.258,1.77,19.68,303.77,183.58,2.14,0.445,2460396.92,2.21,0.247,3.18,4.17,AMO,Otto Matic,13283,30/09/86,11/02/23,820,0,0.49131
 96744 (1999 OW3),Y,N,0,14.75,,,,,,,,,,,JPL 272,2460000.5,J2000,0.7799,2.092,0.461,34.94,196.12,35.68,351.47,3.72,0.3257,2460026.68,3.03,0.364,1.73,3.14,APO,Otto Matic,8603,18/07/99,05/02/23,1198,0,0.49972
 97725 (2000 GB147),Y,N,0,18.74,,,,,,,,,,,JPL 74,2460000.5,J2000,0.3092,1.798,1.242,18.19,311.76,212.27,162.23,2.35,0.4087,2459603.61,2.41,0.283,2.7,3.96,AMO,Otto Matic,7468,02/04/00,12/09/20,236,0,0.48462
 98943 (2001 CC21),Y,N,0,18.77,,,,,5.017,,,,L,,JPL 210,2460000.5,J2000,0.2192,1.032,0.806,4.81,75.52,179.44,280.86,1.26,0.9398,2460084.71,1.05,0.083,3.76,5.91,APO,Davide Farnocchia,14725,10/11/82,05/03/23,1068,0,0.36799
 99248 (2001 KY66),Y,Y,0,16.48,,1.115,,0.429,19.7,,,,,,JPL 253,2460000.5,J2000,0.5076,1.867,0.919,10.61,284.14,61.54,127.92,2.81,0.3865,2459669.54,2.55,0.0469,2.7,3.8,APO,Otto Matic,11609,08/06/91,21/03/23,3067,0,0.26329
 99799 (2002 LJ3),Y,N,0,18.45,,,,,,,,,,,JPL 180,2460000.5,J2000,0.2757,1.462,1.059,7.56,122.36,249.9,172.79,1.87,0.5575,2459690.58,1.77,0.12,3.61,4.57,AMO,Otto Matic,12497,10/01/89,30/03/23,1992,0,0.33634
 99907 (1989 VA),Y,N,0,17.93,,1.4,,,2.5246,,,,Sq,,JPL 206,2460000.5,J2000,0.5948,0.7284,0.295,28.8,225.59,2.85,10.3,1.16,1.586,2459994,0.622,0.154,3.82,7.67,ATE,Otto Matic,12101,02/11/89,20/12/22,1223,0,0.40162
 99935 (2002 AV4),Y,N,0,16.15,,,,,5.532,,,,,,JPL 416,2460000.5,J2000,0.645,1.654,0.587,12.77,16.33,322.99,73.05,2.72,0.4633,2459842.84,2.13,0.168,2.73,3.99,APO,Otto Matic,24888,29/01/55,21/03/23,2020,0,0.48668
 99942 Apophis (2004 MN4),Y,Y,0,19.09,0.24,0.34,,0.35,30.56,,,,Sq,,JPL 216,2460000.5,J2000,0.1914,0.9227,0.746,3.34,203.96,126.61,280.46,1.1,1.112,2460072.03,0.886,0.0002,4.12,6.46,ATE,Davide Farnocchia,6267,15/03/04,12/05/21,7300,0,0.25792
100004 (1983 VA),Y,N,0,16.49,,2.7,,0.0668,3.1643,,,,,,JPL 140,2460000.5,J2000,0.7022,2.591,0.772,15.7,76.29,13.72,111.57,4.41,0.2363,2459528.27,4.17,0.174,0.908,2.98,APO,Otto Matic,14112,27/10/83,16/06/22,650,0,0.47457
100085 (1992 UY4),Y,Y,0,17.9,,,,,12.906,,,,,,JPL 115,2460000.5,J2000,0.6194,2.651,1.009,2.64,305.2,42.22,21.21,4.29,0.2284,2459907.62,4.32,0.0239,1.17,3.08,APO,Otto Matic,15931,29/06/79,09/02/23,660,0,0.35308
100756 (1998 FM5),Y,N,0,16.33,,1.809,,0.163,6.369,,,,S,,JPL 270,2460000.5,J2000,0.5543,2.265,1.009,11.57,176.52,312.06,119.61,3.52,0.2892,2459586.91,3.41,0.0941,1.69,3.37,APO,Otto Matic,12518,20/04/88,29/07/22,1581,0,0.45946
100926 (1998 MQ),Y,N,0,16.67,,1.174,,0.234,2.328,,,,S,,JPL 252,2460000.5,J2000,0.4077,1.783,1.056,24.24,221.09,138.79,81.16,2.51,0.4141,2459804.49,2.38,0.128,3.1,3.89,AMO,Otto Matic,15749,19/12/79,31/01/23,1536,0,0.39307
101869 (1999 MM),Y,Y,0,19.47,,,,,,,,,,,JPL 59,2460000.5,J2000,0.6109,1.624,0.632,4.77,110.94,268.81,127.04,2.62,0.4761,2459733.67,2.07,0.0016,2.86,4.08,APO,Otto Matic,3167,12/06/99,12/02/08,201,0,0.658
101873 (1999 NC5),Y,N,0,16.45,,,,,,,,,,,JPL 139,2460000.5,J2000,0.3933,2.029,1.231,45.79,128.8,295.21,335.09,2.83,0.3409,2460073.57,2.89,0.438,2.9,3.37,AMO,Otto Matic,14041,16/01/83,26/06/21,494,0,0.58779
101955 Bennu (1999 RQ36),Y,Y,0,20.21,-0.03,0.482,0.5047 x 0.4918 x 0.4567,0.044,4.296061,4.89E-09,0.64,0.16,B,,JPL 118,2455562.5,J2000,0.2037,1.126,0.897,6.03,2.06,66.22,101.7,1.36,0.8245,2455439.14,1.2,0.00322,3.88,5.53,APO,Davide Farnocchia,7693,11/09/99,03/10/20,554,0,0.29146
102873 (1999 WK11),Y,N,0,17.63,,,,,2.40639,,,,,,JPL 100,2460000.5,J2000,0.4667,2.132,1.137,7.46,72.59,220.42,243.83,3.13,0.3165,2460367.53,3.11,0.144,2.11,3.56,AMO,Otto Matic,15454,30/09/80,22/01/23,329,0,0.65711
103067 (1999 XA143),Y,Y,0,16.84,,1.282,,0.246,9.849,,,,,,JPL 163,2460000.5,J2000,0.5815,1.844,0.772,38.54,116.63,103.99,53.13,2.92,0.3938,2459865.56,2.5,0.0412,3.04,3.58,APO,Otto Matic,9831,02/12/94,01/11/21,971,0,0.44231
105140 (2000 NL10),Y,N,0,15.75,,1.946,,0.223,6.9269,,,,,,JPL 478,2460000.5,J2000,0.817,0.9143,0.167,32.54,237.3,281.67,79.4,1.66,1.127,2459930.08,0.874,0.356,3.69,6.1,ATE,Otto Matic,25621,17/09/52,10/11/22,3017,0,0.35509
105141 (2000 NF11),Y,N,0,19.11,,0.352,,0.431,,,,,,,JPL 103,2460000.5,J2000,0.189,1.421,1.152,14.82,123.72,115.93,173.83,1.69,0.5819,2459701.77,1.69,0.213,3.37,4.65,AMO,Otto Matic,16120,27/08/78,15/10/22,444,0,0.44996
106538 (2000 WK63),Y,N,0,16.28,,,,,51.2,,,,,,JPL 216,2460000.5,J2000,0.7653,2.421,0.568,10.34,163.42,41.69,275.42,4.27,0.2616,2460323.77,3.77,0.126,0.809,3.01,APO,Otto Matic,8028,26/11/00,19/11/22,1031,0,0.46512
106589 (2000 WN107),Y,N,0,16.02,,,,,141.1,,,,,,JPL 360,2460000.5,J2000,0.6175,2.146,0.821,14.37,163.36,11.84,325.02,3.47,0.3135,2460112.09,3.14,0.139,1.5,3.4,APO,Otto Matic,8055,20/11/00,10/12/22,1839,0,0.43165
108519 (2001 LF),Y,N,0,17.96,,1.423,,0.06,4.495,,,,,,JPL 223,2460000.5,J2000,0.271,1.603,1.169,16.39,267.26,343.81,264.24,2.04,0.4854,2460197.77,2.03,0.16,3.03,4.27,AMO,Otto Matic,12187,08/09/89,20/01/23,931,0,0.55631
108906 (2001 PL9),Y,N,0,17.91,,,,,,,,,,,JPL 157,2460000.5,J2000,0.3605,1.235,0.79,20.93,172.06,344.03,32.71,1.68,0.7178,2459954.93,1.37,0.192,3.31,5.06,APO,Otto Matic,7721,05/08/01,25/09/22,590,0,0.48917
111253 (2001 XU10),Y,Y,0,15.26,,3.006,,0.178,,,,,,,JPL 304,2460000.5,J2000,0.4395,1.754,0.983,42.02,310.16,6.96,167.59,2.52,0.4244,2459605.64,2.32,0.0304,2.79,3.74,APO,Otto Matic,8455,08/02/00,03/04/23,1418,0,0.47927
112221 (2002 KH4),Y,N,0,15.52,,,,,12.866,,,,,,JPL 153,2460000.5,J2000,0.4449,2.269,1.26,58.74,230.1,356.27,48.17,3.28,0.2884,2459833.44,3.42,0.25,1.72,2.91,AMO,Otto Matic,9645,01/07/95,26/11/21,863,0,0.40366
112985 (2002 RS28),Y,N,0,15.8,,3.618,,0.033,4.787,,,,,,JPL 258,2460000.5,J2000,0.4927,2.22,1.126,46.99,211.96,105.32,92.89,3.31,0.298,2459688.82,3.31,0.412,3.24,3.12,AMO,Otto Matic,13768,10/05/85,19/01/23,1452,0,0.38712
115052 (2003 RD6),Y,N,0,17.46,,,,,12.08,,,,,,JPL 256,2460000.5,J2000,0.3181,1.669,1.138,31.32,190.52,88.23,64.29,2.2,0.4572,2459859.88,2.16,0.396,3.23,4.04,AMO,Otto Matic,15772,23/02/79,30/04/22,1319,0,0.45442
136564 (1977 VA),Y,N,0,19.28,,0.4,,,,,0.705,0.205,,XC,JPL 62,2460000.5,J2000,0.3946,1.865,1.129,2.99,224.45,172.66,284.05,2.6,0.3869,2460196.8,2.55,0.135,2.84,3.89,AMO,Otto Matic,15624,11/10/77,21/07/20,275,0,0.48222
136582 (1992 BA),Y,N,0,19.88,,,,,,,,,,,JPL 121,2460000.5,J2000,0.068,1.342,1.25,10.5,140.17,107.32,243.1,1.43,0.6342,2460184.83,1.55,0.275,3.57,4.87,AMO,Otto Matic,11321,27/01/92,25/01/23,467,0,0.49646
136617 (1994 CC),Y,Y,2,17.97,,,,,2.3886,,,,,,JPL 172,2460000.5,J2000,0.4169,1.638,0.955,4.68,268.52,24.89,181.54,2.32,0.4703,2460379.97,2.1,0.016,2.89,4.19,APO,Otto Matic,12520,14/09/88,25/12/22,718,0,0.48313
136618 (1994 CN2),Y,Y,0,16.87,,,,,13,,,,,,JPL 224,2460000.5,J2000,0.395,1.573,0.952,1.44,99.34,248.28,40.36,2.19,0.4996,2459919.73,1.97,0.0124,3.23,4.32,APO,Otto Matic,10633,15/02/94,28/03/23,1020,0,0.56423
136635 (1994 VA1),Y,N,0,19.09,,,,,41.995,,,,,,JPL 175,2460000.5,J2000,0.1752,1.573,1.298,7.64,231.69,311.16,350.12,1.85,0.4994,2460020.29,1.97,0.315,3.12,4.38,AMO,Otto Matic,10382,05/11/94,09/04/23,1158,0,0.40167
136745 (1995 WL8),Y,N,0,18.09,,,,,,,,,Sq,,JPL 30,2460000.5,J2000,0.4839,2.367,1.221,17.78,247.9,131.6,190.24,3.51,0.2707,2460627.55,3.64,0.3,2.19,3.32,AMO,Otto Matic,9007,25/10/95,22/06/20,103,0,0.57052
136770 (1996 PC1),Y,N,0,20.56,,,,,,,,,,,JPL 24,2460000.5,J2000,0.4516,1.839,1.008,25.1,326.23,45.92,210.01,2.67,0.3953,2460379.93,2.49,0.0883,2.99,3.79,APO,Otto Matic,9304,11/08/96,31/01/22,253,0,0.60447
136773 (1996 TR6),Y,N,0,18.62,,,,,,,,,,,JPL 95,2460000.5,J2000,0.1802,1.585,1.299,22.1,196.29,117.6,137.96,1.87,0.4942,2459721.32,1.99,0.379,3.47,4.29,AMO,Otto Matic,9593,09/10/96,14/01/23,374,0,0.63308
136793 (1997 AQ18),Y,N,0,18.4,,,,,,,,,C,,JPL 102,2460000.5,J2000,0.4654,1.147,0.613,17.37,296.26,37.04,191.1,1.68,0.8022,2460211.03,1.23,0.186,3.71,5.33,APO,Otto Matic,9559,15/01/97,19/03/23,427,0,0.56376
136795 Tatsunokingo (1997 BQ),Y,Y,0,18.11,,,,,17.71,,,,S,,JPL 90,2460000.5,J2000,0.4789,1.747,0.91,10.99,50.15,147.46,84.88,2.58,0.4269,2459801.7,2.31,0.0363,2.39,3.98,APO,Otto Matic,9084,16/01/97,30/11/21,409,0,0.47194
136818 Selqet (1997 MW1),Y,N,0,18.98,,,,,,,,,,,JPL 105,2460000.5,J2000,0.3463,0.9375,0.613,12.78,259.93,203.82,263.55,1.26,1.086,2460089.33,0.908,0.113,3.89,6.33,ATE,Otto Matic,7982,29/06/97,07/05/19,637,0,0.40676
136839 (1997 WT22),Y,N,0,18.83,,,,,,,,,,,JPL 103,2460000.5,J2000,0.3058,1.485,1.031,8.16,71.91,74.85,287.29,1.94,0.5444,2460134.06,1.81,0.13,3.09,4.51,AMO,Otto Matic,12360,13/12/88,16/10/22,517,0,0.51898
136849 (1998 CS1),Y,Y,0,17.72,,,,,2.7653,,,,,,JPL 163,2460000.5,J2000,0.5787,1.491,0.628,7.79,110.71,97.76,239.96,2.35,0.5411,2460222.35,1.82,0.0194,2.63,4.35,APO,Otto Matic,9054,09/02/98,24/11/22,691,0,0.5139
136874 (1998 FH74),Y,N,0,15.8,,3.398,,0.073,28.55,,,,,,JPL 216,2460000.5,J2000,0.8842,2.202,0.255,21.17,197.54,193.38,273.76,4.15,0.3015,2460286.5,3.27,0.236,1.34,2.93,APO,Otto Matic,10192,04/05/95,30/03/23,1124,0,0.4932
136897 (1998 HJ41),Y,N,0,18.57,,,,,15.3,,,,,,JPL 105,2460000.5,J2000,0.1248,1.363,1.193,38.88,211.86,120.12,123.19,1.53,0.6192,2459801.53,1.59,0.263,3.69,4.61,AMO,Otto Matic,8998,28/04/98,16/12/22,566,0,0.49232
136900 (1998 HL49),Y,N,0,17.39,,,,,6.439,,,,,,JPL 168,2460000.5,J2000,0.6365,1.748,0.635,10.98,205.96,239.23,352.31,2.86,0.4266,2460018.54,2.31,0.0843,2.49,3.85,APO,Otto Matic,8441,30/04/98,09/06/21,881,0,0.40735
136923 (1998 JH2),Y,N,0,16.31,,,,,15.7,,,,,,JPL 257,2460000.5,J2000,0.4413,2.135,1.193,6.63,51.08,287.35,254.11,3.08,0.3159,2460335.69,3.12,0.219,2.36,3.58,AMO,Otto Matic,13294,02/11/86,27/03/23,1139,0,0.49771
136993 (1998 ST49),Y,N,1,17.82,,,,,2.3017,,,,Q,,JPL 145,2460000.5,J2000,0.5956,2.308,0.933,24.49,18.21,48.05,332.42,3.68,0.281,2460098.62,3.51,0.0536,2.16,3.23,APO,Otto Matic,7882,29/09/98,28/04/20,1021,0,0.36733
137032 (1998 UO1),Y,N,0,16.66,,1.055,,0.183,2.925,,,,,,JPL 254,2460000.5,J2000,0.7631,1.596,0.378,25.5,358.44,252.48,76.94,2.81,0.4889,2459843.13,2.02,0.0587,2.75,3.91,APO,Otto Matic,11025,20/10/92,27/12/22,1526,0,0.38448
137044 (1998 UC50),Y,N,0,16.8,,,,,,,,,,,JPL 166,2460000.5,J2000,0.4286,2.269,1.296,4.38,335.01,166.78,349.22,3.24,0.2884,2460037.87,3.42,0.31,1.79,3.48,AMO,Otto Matic,8879,29/10/98,19/02/23,787,0,0.43868
137052 Tjelvar (1998 VO33),Y,N,0,17.06,,,,,9.007,,,,V,,JPL 250,2460000.5,J2000,0.8095,1.248,0.238,14.91,64.28,209.91,189.04,2.26,0.7071,2460242.3,1.39,0.0684,2.91,4.73,APO,Otto Matic,8797,15/11/98,16/12/22,1204,0,0.50196
137062 (1998 WM),Y,N,0,16.62,,1.265,,0.411,2.58,,,,Sq,,JPL 351,2460000.5,J2000,0.3154,1.225,0.838,22.52,45.62,172.56,194.49,1.61,0.7273,2460228.08,1.36,0.168,3.36,5.1,APO,Otto Matic,12869,16/10/87,09/01/23,3371,0,0.33112
137064 (1998 WP5),Y,N,0,18.83,,,,,13.777,,,,Sl,,JPL 147,2460000.5,J2000,0.195,1.374,1.106,19.5,36.11,97.65,331.67,1.64,0.6119,2460046.8,1.61,0.246,3.45,4.74,AMO,Otto Matic,8787,19/11/98,10/12/22,723,0,0.48049
137078 (1998 XZ4),Y,N,0,16.41,,,,,,,,,,,JPL 140,2460000.5,J2000,0.6383,1.938,0.701,23.16,324.44,9.65,24,3.18,0.3653,2459934.8,2.7,0.301,2.23,3.55,APO,Otto Matic,8877,11/12/98,01/04/23,486,0,0.59012
137084 (1998 XS16),Y,N,0,16.48,,1.228,,0.322,5.419,,,,,,JPL 359,2460000.5,J2000,0.4965,1.212,0.61,26.55,272.99,358.3,235.48,1.81,0.7385,2460169.11,1.33,0.406,3.31,5.04,APO,Otto Matic,10316,03/12/94,02/03/23,2503,0,0.4128
137099 (1998 YW3),Y,N,0,18.3,,0.564,,0.291,,,,,,,JPL 134,2460000.5,J2000,0.4626,1.1,0.591,28.79,94.27,194.84,136.59,1.61,0.8542,2459840.59,1.15,0.388,3.57,5.44,APO,Otto Matic,8814,17/12/98,03/02/23,633,0,0.55625
137108 (1999 AN10),Y,Y,0,18.05,,,,,5.041,,,,,,JPL 99,2460000.5,J2000,0.5621,1.459,0.639,39.93,314.36,268.32,201.28,2.28,0.5595,2460284.16,1.76,0.000478,3.52,4.24,APO,Otto Matic,24459,26/01/55,13/01/22,408,0,0.46285
137120 (1999 BJ8),Y,Y,0,18.3,,,,,,,,,,,JPL 87,2460000.5,J2000,0.5503,1.899,0.854,8.99,339.59,221.83,47.16,2.94,0.3766,2459875.28,2.62,0.0244,2.06,3.74,APO,Otto Matic,8327,14/01/99,01/11/21,469,0,0.4785
137125 (1999 CT3),Y,N,0,18.8,,,,,,,,,,,JPL 57,2460000.5,J2000,0.1319,1.427,1.239,34.23,321.92,268.2,313.72,1.62,0.5783,2460080.52,1.7,0.379,3.56,4.5,AMO,Otto Matic,8753,10/02/99,28/01/23,237,0,0.57618
137126 (1999 CF9),Y,Y,0,18.13,,,,,,,,,Q,,JPL 141,2460000.5,J2000,0.6,1.773,0.709,5.55,157.07,90.26,30.67,2.84,0.4174,2459927.03,2.36,0.0189,2.22,3.86,APO,Otto Matic,8354,15/01/99,29/11/21,694,0,0.4719
137158 (1999 FB),Y,N,0,17.92,,,,,6.074,,,,Q,,JPL 134,2460000.5,J2000,0.607,1.18,0.464,12.9,37.09,3.05,312.33,1.9,0.769,2460062.5,1.28,0.198,3.54,5.15,APO,Otto Matic,8767,24/05/98,25/05/22,556,0,0.56802
137170 (1999 HF1),Y,N,1,14.68,,,,,2.3192,,,,X:,,JPL 590,2460000.5,J2000,0.4625,0.8192,0.44,25.66,155.86,253.4,171.46,1.2,1.329,2459871.52,0.741,0.174,4.32,6.99,ATE,Otto Matic,8754,20/04/99,08/04/23,6737,0,0.22137
137175 (1999 JA11),Y,N,0,18.33,,,,,,,,,,,JPL 108,2460000.5,J2000,0.3412,1.262,0.831,16.43,116.23,328.33,38.25,1.69,0.6956,2459945.5,1.42,0.106,3.54,5.01,APO,Otto Matic,8731,14/05/99,09/04/23,467,0,0.47833
137199 (1999 KX4),Y,N,0,16.97,,,,,2.7697,,,,,,JPL 402,2460000.5,J2000,0.2927,1.457,1.031,16.57,104.89,76.5,235.61,1.88,0.5601,2460222.57,1.76,0.191,3.17,4.54,AMO,Otto Matic,16137,10/08/78,15/10/22,3651,0,0.3174
137427 (1999 TF211),Y,Y,0,15.3,,,,,,,,,,,JPL 157,2460000.5,J2000,0.6114,2.44,0.948,39.48,347.92,162.39,337.4,3.93,0.2585,2460087.9,3.81,0.0268,1.18,2.97,APO,Otto Matic,8584,06/10/99,07/04/23,651,0,0.54069
137671 (1999 XP35),Y,N,0,18.7,,,,,,,,,,,JPL 61,2460000.5,J2000,0.1842,1.435,1.17,21.1,263.45,198.3,175.06,1.7,0.5736,2459695.31,1.72,0.193,3.5,4.59,AMO,Otto Matic,16650,02/05/76,02/12/21,231,0,0.42528
137799 (1999 YB),Y,N,0,18.61,,,,,9.39,,,,Sq,,JPL 185,2460000.5,J2000,0.0748,1.321,1.222,6.79,30.97,192.69,330.79,1.42,0.649,2460045.5,1.52,0.216,3.54,4.94,AMO,Otto Matic,11635,20/03/91,26/01/23,827,0,0.52105
137802 (1999 YT),Y,N,0,17.04,,,,,,,,,,,JPL 123,2460000.5,J2000,0.3521,1.776,1.151,31.59,116.41,272.64,324.27,2.4,0.4163,2460086.33,2.37,0.436,3.42,3.86,AMO,Otto Matic,24626,21/12/54,24/05/22,582,0,0.58498
137805 (1999 YK5),Y,N,0,16.73,,2.243,,0.027,3.93,,,,X,,JPL 334,2460000.5,J2000,0.5582,0.8294,0.366,16.75,349.54,292.86,27.67,1.29,1.305,2459979.29,0.755,0.114,3.93,6.91,ATE,Otto Matic,8368,28/12/99,25/11/22,1747,0,0.41581
137911 (2000 AB246),Y,N,0,17.73,,,,,,,,,,,JPL 66,2460000.5,J2000,0.494,2.305,1.167,3.76,29.37,312.36,236.02,3.44,0.2816,2460440.77,3.5,0.166,1.98,3.41,AMO,Otto Matic,8068,08/01/00,09/02/22,185,0,0.60144
137924 (2000 BD19),Y,N,0,17.49,,0.97,,0.247,10.57,,,,,,JPL 205,2460000.5,J2000,0.8949,0.8764,0.092,25.74,333.7,324.35,211.98,1.66,1.201,2460123.72,0.82,0.0903,3.67,6.27,ATE,Otto Matic,9506,10/02/97,20/02/23,910,0,0.42944
137925 (2000 BJ19),Y,N,0,16.08,,1.372,,0.373,48,,,,Q,,JPL 443,2460000.5,J2000,0.7637,1.292,0.305,31.11,131.23,175.52,103.6,2.28,0.6713,2459846.17,1.47,0.39,3.02,4.58,APO,Otto Matic,25325,07/12/53,09/04/23,2121,0,0.44791
138013 (2000 CN101),Y,N,0,14.75,,3.518,,0.172,,,,,,,JPL 270,2460000.5,J2000,0.6348,1.598,0.584,15.98,183.36,118.71,13,2.61,0.4879,2459973.86,2.02,0.108,2.82,4.08,APO,Otto Matic,13876,07/03/84,04/03/22,1096,0,0.53191
138095 (2000 DK79),Y,Y,1,15.98,,,,,4.243,,,,,,JPL 160,2460000.5,J2000,0.4146,1.776,1.04,60.69,43.46,2.56,330.43,2.51,0.4163,2460071.54,2.37,0.0479,2.92,3.45,AMO,Otto Matic,13197,09/04/86,27/05/22,681,0,0.57017
138127 (2000 EE14),Y,Y,0,17.11,,0.754,,0.449,2.586,,,,,,JPL 156,2460000.5,J2000,0.5331,0.6618,0.309,26.46,155.75,197.85,57.96,1.01,1.831,2459968.84,0.538,0.0231,4.42,8.4,ATE,Otto Matic,8427,04/03/00,31/03/23,751,0,0.40945
138155 (2000 ES70),Y,N,0,17.23,,,,,5.131,,,,,,JPL 182,2460000.5,J2000,0.3195,1.808,1.23,25.45,177.71,281.58,199.37,2.39,0.4053,2460396.78,2.43,0.429,3.04,3.89,AMO,Otto Matic,11909,28/10/89,06/06/22,906,0,0.51874
138175 (2000 EE104),Y,Y,0,20.48,,,,,13.324,,,,,,JPL 252,2460000.5,J2000,0.2931,1.004,0.71,5.24,25.52,280.91,184.73,1.3,0.9798,2460179.39,1.01,0.00872,3.92,6.02,APO,Otto Matic,8325,11/03/00,26/12/22,1251,0,0.57517
138205 (2000 EZ148),Y,N,0,15.14,,,,,,,,,S:,,JPL 209,2460000.5,J2000,0.6126,2.583,1.001,11.19,3.81,305.88,150.83,4.17,0.2374,2459365.14,4.15,0.0922,1.33,3.11,APO,Otto Matic,14584,13/04/83,18/03/23,1153,0,0.5313
138258 (2000 GD2),Y,N,0,18.97,,,,,,,,,Sq,,JPL 41,2460000.5,J2000,0.4768,0.7578,0.396,32.14,358.12,16.98,43.59,1.12,1.494,2459971.33,0.66,0.0718,4.36,7.43,ATE,Otto Matic,6259,29/03/98,18/05/15,240,0,0.54132
138325 (2000 GO82),Y,N,0,16.69,,,,,6.122,,,,S:,,JPL 123,2460000.5,J2000,0.8051,2.162,0.421,25.75,173.32,164.45,36.22,3.9,0.3101,2459883.73,3.18,0.372,1.63,3.1,APO,Otto Matic,8337,03/04/00,30/01/23,580,0,0.48425
138359 (2000 GX127),Y,N,0,18,,1.085,,0.095,3.685,,,,,,JPL 139,2460000.5,J2000,0.3613,1.142,0.729,20.24,43.99,4.73,60.68,1.55,0.8081,2459925.41,1.22,0.262,3.85,5.38,APO,Otto Matic,8399,10/04/00,09/04/23,680,0,0.49249
138404 (2000 HA24),Y,Y,0,19.36,,,,,3.9077,,,,,,JPL 110,2460000.5,J2000,0.3185,1.139,0.776,2.16,309.37,142.18,13.14,1.5,0.8111,2459984.3,1.22,0.0273,3.69,5.46,APO,Otto Matic,14873,20/07/82,09/04/23,452,0,0.48124
138524 (2000 OJ8),Y,Y,0,16.88,,,,,2.6835,,,,Sr,,JPL 196,2460000.5,J2000,0.5679,2.357,1.019,6.25,226.58,181.22,44.65,3.7,0.2723,2459836.54,3.62,0.0272,1.72,3.31,AMO,Otto Matic,8273,30/07/00,25/03/23,1025,0,0.43856
138727 (2000 SU180),Y,Y,0,19.34,,,,,,,,,,,JPL 51,2460000.5,J2000,0.6048,2.105,0.832,11.91,327.91,136.29,95.65,3.38,0.3226,2459704.03,3.05,0.0336,1.88,3.46,APO,Otto Matic,7656,27/09/00,13/09/21,180,0,0.54791
138815 (2000 TQ64),Y,N,0,18,,,,,,,,,,,JPL 70,2460000.5,J2000,0.3817,2.089,1.291,8.25,20.31,227.95,247.53,2.89,0.3265,2460344.97,3.02,0.302,2.19,3.65,AMO,Otto Matic,7700,07/10/00,06/11/21,195,1,0.67444
138846 (2000 VJ61),Y,N,0,16.11,,,,,2.62,,,,,,JPL 236,2460000.5,J2000,0.5645,2.183,0.951,18.68,270.32,280.73,295.73,3.42,0.3056,2460210.81,3.23,0.179,2.07,3.4,APO,Otto Matic,12553,10/08/88,23/12/22,1067,0,0.47608
138847 (2000 VE62),Y,N,0,17.08,,0.965,,0.396,7.6,,,,,,JPL 462,2460000.5,J2000,0.2876,1.619,1.154,22.18,207.1,16.29,118.56,2.08,0.4784,2459752.64,2.06,0.157,2.89,4.2,AMO,Otto Matic,14360,05/03/83,28/06/22,2345,0,0.43678
138852 (2000 WN10),Y,N,0,20.32,,,,,4.4622,,,,,,JPL 274,2460000.5,J2000,0.298,1.001,0.703,21.51,60.86,225.35,187.88,1.3,0.9835,2460175.51,1,0.125,3.84,5.97,APO,Otto Matic,8069,20/11/00,24/12/22,1239,0,0.49609
138859 (2000 WN63),Y,N,0,18.98,,,,,,,,,,,JPL 86,2460000.5,J2000,0.5321,1.573,0.736,13.16,55.87,144.4,5.81,2.41,0.4996,2459988.88,1.97,0.141,2.57,4.21,APO,Otto Matic,8005,27/11/00,28/10/22,294,0,0.52671
138877 (2000 XG47),Y,N,0,16.83,,,,,8.71,,,,,,JPL 108,2460000.5,J2000,0.5429,2.14,0.978,25.32,43.8,127.68,359.48,3.3,0.3148,2460002.14,3.13,0.102,2.01,3.41,APO,Otto Matic,8183,06/11/00,03/04/23,570,0,0.44774
