spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
2031345, 31345 (1998 PG),31345,,,Y,N,1,17.61,,,,,,,,,,2.5163,,,,,Sq,,,,JPL 185,2460000.5,60000,2023-02-25.0,J2000,0.3914,2.016,1.227,6.5,222.69,156.19,184.21,2.8,0.3444,2460510.93,2024-07-19.4,1.05E+03,2.86,0.233,90.8,2.67,3.72,2.90E-08,1.10E-09,5.80E-08,3.30E-06,2.60E-05,2.70E-05,4.30E-06,1.60E-09,2.90E-10,1.30E-05,8.80E-07,AMO,Otto Matic,16246,07/10/78,31/03/23,1393,,,0,0.48424,,,,,,,,,
2031346, 31346 (1998 PB1),31346,,,Y,N,1,17.25,,,,,,,,,,2.7358,,,,,Sq:,,,,JPL 131,2460000.5,60000,2023-02-25.0,J2000,0.4298,2.029,1.157,5.96,299.73,350.51,183.87,2.9,0.3409,2460517.12,2024-07-25.6,1.06E+03,2.89,0.141,54.9,2.3,3.69,5.20E-08,4.70E-09,1.10E-07,4.80E-06,4.90E-05,4.90E-05,1.30E-05,6.70E-09,1.20E-09,4.00E-05,3.70E-06,AMO,Otto Matic,8929,14/07/98,24/12/22,632,,,0,0.58463,,,,,,,,,
2031662, 31662 (1999 HP11),31662,,,Y,N,0,19.52,,,,,,,,,,,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.5479,1.598,0.722,18.82,13.95,312.04,226.01,2.47,0.488,2460275.05,2023-11-26.5,738,2.02,0.125,48.7,3.01,4.13,1.10E-07,8.00E-09,1.80E-07,3.10E-05,3.50E-05,3.50E-05,4.40E-05,1.20E-08,3.70E-09,9.30E-05,5.60E-06,APO,Otto Matic,8765,20/03/99,19/03/23,68,,,0,0.68173,,,,,,,,,
2032906, 32906 (1994 RH),32906,,,Y,N,0,15.92,,,,,,,,,,2.6411,,,,,S,,,,JPL 326,2460000.5,60000,2023-02-25.0,J2000,0.4401,2.248,1.259,18.94,331.17,92.31,127.25,3.24,0.2924,2459565.31,2021-12-16.8,1.23E+03,3.37,0.453,176,2.52,3.43,2.30E-08,3.00E-09,5.30E-08,4.80E-06,9.20E-06,1.20E-05,4.20E-06,4.30E-09,5.80E-10,1.40E-05,2.50E-06,AMO,Otto Matic,13737,21/09/84,02/05/22,1943,,,0,0.38486,,,,,,,,,
2034613, 34613 (2000 UR13),34613,,,Y,N,0,16.1,,,,,,,,,,10.87,,,,,,,,,JPL 294,2460000.5,60000,2023-02-25.0,J2000,0.3873,2.069,1.268,6.18,315.29,286.14,301.7,2.87,0.3312,2460176.56,2023-08-20.0,1.09E+03,2.98,0.28,109,2.2,3.67,1.50E-07,9.90E-09,3.10E-07,4.00E-06,3.20E-05,5.00E-05,6.20E-05,1.40E-08,2.40E-09,1.90E-04,7.80E-06,AMO,Otto Matic,32518,16/03/34,27/03/23,1235,,,0,0.51358,,,,,,,,,
2035432, 35432 (1998 BG9),35432,,,Y,N,0,19.39,,,,,,,,,,,,,,,S,,,,JPL 63,2460000.5,60000,2023-02-25.0,J2000,0.5451,2.501,1.138,13.14,115.32,1.6,109.88,3.86,0.2491,2459559.43,2021-12-10.9,1.45E+03,3.96,0.154,59.9,1.27,3.21,6.50E-08,1.30E-08,1.70E-07,6.30E-06,2.00E-05,2.80E-05,9.20E-06,1.90E-08,1.90E-09,3.40E-05,1.10E-05,AMO,Otto Matic,8861,24/01/98,29/04/22,294,,,0,0.56985,,,,,,,,,
2035670, 35670 (1998 SU27),35670,,,Y,N,0,19.57,,,,,,,,,,,,,,,Sq,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.5964,2.122,0.856,7.14,271.34,169.83,299.17,3.39,0.3189,2460191.24,2023-09-03.7,1.13E+03,3.09,0.0728,28.3,1.9,3.47,7.70E-08,2.00E-08,1.60E-07,1.10E-05,1.90E-04,1.80E-04,4.00E-05,3.20E-08,4.50E-09,1.30E-04,1.60E-05,APO,Otto Matic,1238,24/09/98,13/02/02,119,,,0,0.6292,,,,,,,,,
2036017, 36017 (1999 ND43),36017,,,Y,N,0,19.3,,,,,,,,,,5.79,,,,,Sl,,,,JPL 132,2460000.5,60000,2023-02-25.0,J2000,0.3143,1.524,1.045,5.55,332.08,52.11,156.2,2,0.5241,2459702.46,2022-05-02.9,687,1.88,0.0775,30.2,3.47,4.44,1.50E-08,5.00E-10,2.40E-08,2.50E-06,1.50E-05,1.70E-05,4.60E-06,6.50E-10,2.60E-10,8.70E-06,3.40E-07,AMO,Otto Matic,8656,14/07/99,26/03/23,958,,,0,0.45586,,,,,,,,,
2036183, 36183 (1999 TX16),36183,,,Y,N,0,16.33,,,,,,,2.339,,0.089,5.613,,,,,Ld,,,0.12,JPL 270,2460000.5,60000,2023-02-25.0,J2000,0.3325,1.551,1.035,38.22,54.65,311.19,62.45,2.07,0.5101,2459878.08,2022-10-25.5,706,1.93,0.134,52.1,3.55,4.16,6.60E-08,6.00E-09,1.00E-07,9.20E-06,5.30E-06,1.20E-05,8.70E-06,7.90E-09,2.90E-09,1.70E-05,4.10E-06,AMO,Otto Matic,9199,26/11/97,02/02/23,1226,,,0,0.48868,,,,,,,,,
2036236, 36236 (1999 VV),36236,,,Y,N,0,15.98,,,,,,,,,,2.743,,,,,,,,,JPL 249,2460000.5,60000,2023-02-25.0,J2000,0.4237,1.332,0.768,58.04,241.07,19.77,176.05,1.9,0.6408,2459725.77,2022-05-26.2,562,1.54,0.229,89.1,3.18,4.39,2.10E-08,3.00E-09,2.80E-08,1.50E-06,2.30E-06,4.40E-06,8.60E-06,4.30E-09,2.20E-09,1.30E-05,1.90E-06,APO,Otto Matic,15755,26/11/79,14/01/23,1174,,,0,0.45636,,,,,,,,,
2036284, 36284 (2000 DM8),36284,,,Y,N,0,15,,,,,,,,,,3.844,,,,,Sq,,,,JPL 406,2460000.5,60000,2023-02-25.0,J2000,0.5538,1.484,0.662,46.76,323.16,317.96,161.4,2.31,0.545,2459704.35,2022-05-04.8,661,1.81,0.268,104,3.26,4.12,3.00E-08,4.80E-09,4.40E-08,2.40E-06,2.80E-06,3.60E-06,8.00E-06,7.50E-09,2.70E-09,1.60E-05,3.20E-06,APO,Otto Matic,8425,30/12/99,23/01/23,2110,,,0,0.43028,,,,,,,,,
2037336, 37336 (2001 RM),37336,,,Y,N,0,15.75,,,,,,,,,,,,,,,S,,,,JPL 265,2460000.5,60000,2023-02-25.0,J2000,0.4835,2.253,1.164,36.67,223.64,118.02,134.76,3.34,0.2914,2459538.06,2021-11-19.5,1.24E+03,3.38,0.35,136,2.85,3.23,3.00E-08,5.50E-09,7.00E-08,8.50E-06,6.40E-06,9.80E-06,7.90E-06,8.20E-09,1.10E-09,2.60E-05,4.50E-06,AMO,Otto Matic,16293,13/07/77,20/02/22,1380,,,0,0.42622,,,,,,,,,
2038091, 38091 (1999 JT3),38091,,,Y,N,0,16.3,,,,,,,2.517,,0.092,,,,,,,,,0.03,JPL 144,2460000.5,60000,2023-02-25.0,J2000,0.4013,2.169,1.299,9.33,64.82,225.09,121.41,3.04,0.3085,2459606.93,2022-01-27.4,1.17E+03,3.19,0.307,119,2.19,3.57,3.20E-08,8.00E-09,6.90E-08,4.50E-06,2.30E-05,2.50E-05,1.20E-05,1.10E-08,1.70E-09,3.80E-05,6.40E-06,AMO,Otto Matic,15426,30/09/80,25/12/22,832,,,0,0.53858,,,,,,,,,
2038239, 38239 (1999 OR3),38239,,,Y,N,0,18.26,,,,,,,,,,,,,,,,,,,JPL 36,2460000.5,60000,2023-02-25.0,J2000,0.5756,2.036,0.864,9.44,199.94,28.1,66.36,3.21,0.3393,2459804.91,2022-08-13.4,1.06E+03,2.9,0.055,21.4,1.79,3.56,7.00E-08,2.30E-08,1.50E-07,9.50E-06,8.20E-05,7.80E-05,5.40E-05,3.60E-08,5.80E-09,1.60E-04,1.80E-05,APO,Otto Matic,7108,27/07/99,11/01/19,183,,,0,0.60042,,,,,,,,,
2039565, 39565 (1992 SL),39565,,,Y,N,0,18.45,,,,,,,,,,,,,,,,,,,JPL 102,2460000.5,60000,2023-02-25.0,J2000,0.3342,1.642,1.093,8.6,0.96,344.78,174.97,2.19,0.4684,2459626.95,2022-02-16.4,769,2.1,0.0914,35.6,3.23,4.22,4.50E-08,1.40E-09,7.40E-08,6.10E-06,2.30E-05,2.30E-05,6.70E-06,1.90E-09,6.10E-10,1.40E-05,1.00E-06,AMO,Otto Matic,26407,09/12/50,28/03/23,393,,,0,0.55481,,,,,,,,,
2039796, 39796 (1997 TD),39796,,,Y,N,0,15.84,,,,,,,2.131,,0.205,223.5,,,,,,,,0.59,JPL 209,2460000.5,60000,2023-02-25.0,J2000,0.4679,2.251,1.198,12.92,158.95,171,195.09,3.3,0.2919,2460565.44,2024-09-11.9,1.23E+03,3.38,0.188,73.3,2.09,3.44,3.60E-08,5.40E-09,7.90E-08,4.50E-06,1.80E-05,1.90E-05,8.20E-06,8.00E-09,1.10E-09,3.00E-05,4.50E-06,AMO,Otto Matic,13105,10/05/87,27/03/23,923,,,0,0.50033,,,,,,,,,
2040263, 40263 (1999 FQ5),40263,,,Y,N,0,17.78,,,,,,,0.954,,0.177,28,,,,,,,,0.18,JPL 165,2460000.5,60000,2023-02-25.0,J2000,0.1611,1.495,1.254,25.85,172.81,198.72,188.25,1.74,0.5392,2460319.01,2024-01-09.5,668,1.83,0.256,99.6,3.7,4.43,3.80E-08,2.60E-09,5.70E-08,5.00E-06,8.00E-06,1.40E-05,1.40E-05,3.00E-09,1.40E-09,2.60E-05,1.70E-06,AMO,Otto Matic,12823,23/02/88,03/04/23,785,,,0,0.53134,,,,,,,,,
2040267, 40267 (1999 GJ4),40267,,,Y,N,0,15.58,,,,,,,1.641,,0.214,4.9567,,,,,Sq,,,0.05,JPL 531,2460000.5,60000,2023-02-25.0,J2000,0.8085,1.339,0.256,34.49,148.22,211.94,14.71,2.42,0.6363,2459977.38,2023-02-01.8,566,1.55,0.156,60.8,3.17,4.38,1.40E-08,1.60E-09,1.90E-08,2.30E-06,3.30E-06,2.50E-06,3.80E-06,2.80E-09,1.10E-09,6.00E-06,1.00E-06,APO,Otto Matic,24844,25/03/55,01/04/23,2984,,,0,0.45637,,,,,,,,,
2040329, 40329 (1999 ML),40329,,,Y,N,0,17.8,,,,,,,,,,47,,,,,,,,,JPL 95,2460000.5,60000,2023-02-25.0,J2000,0.4544,2.266,1.236,2.52,210.91,112.08,326.69,3.3,0.2889,2460115.78,2023-06-20.2,1.25E+03,3.41,0.227,88.5,2.07,3.47,4.30E-08,3.50E-09,9.90E-08,5.40E-06,1.00E-04,1.00E-04,4.20E-06,5.10E-09,6.70E-10,1.50E-05,2.90E-06,AMO,Otto Matic,8285,20/06/99,24/02/22,599,,,0,0.51893,,,,,,,,,
2041440, 41440 (2000 HZ23),41440,,,Y,N,0,19.88,,,,,,,,,,,,,,,,,,,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.2114,1.575,1.242,15.11,64.04,200.06,166.16,1.91,0.4984,2459667.13,2022-03-28.6,722,1.98,0.236,92,3.15,4.34,1.70E-07,1.80E-08,2.60E-07,1.40E-05,2.70E-05,8.90E-05,1.40E-04,2.20E-08,8.80E-09,2.70E-04,1.30E-05,AMO,Otto Matic,8970,26/04/98,16/11/22,197,,,0,0.57031,,,,,,,,,
2042286, 42286 (2001 TN41),42286,,,Y,N,0,16.67,,,,,,,,,,77.9,,,,,,,,,JPL 206,2460000.5,60000,2023-02-25.0,J2000,0.3917,1.42,0.863,24.07,55.83,150.91,119.02,1.98,0.5827,2459796.25,2022-08-04.7,618,1.69,0.11,42.9,3.03,4.54,6.00E-08,3.10E-09,8.50E-08,6.90E-06,1.00E-05,1.20E-05,1.40E-05,4.30E-09,1.90E-09,2.30E-05,2.00E-06,APO,Otto Matic,17033,09/09/75,28/04/22,860,,,0,0.51597,,,,,,,,,
2048603, 48603 (1995 BC2),48603,,,Y,N,0,17.82,,,,,,,0.844,,0.227,,,,,,X,,,0.23,JPL 118,2460000.5,60000,2023-02-25.0,J2000,0.4299,1.918,1.093,5.03,328.23,81.79,240.18,2.74,0.3711,2460323.34,2024-01-13.8,970,2.66,0.136,52.8,2.69,3.81,4.40E-08,3.90E-09,8.40E-08,5.90E-06,4.20E-05,4.40E-05,1.40E-05,5.60E-09,1.10E-09,3.80E-05,2.90E-06,AMO,Otto Matic,12993,10/09/86,07/04/22,532,,,0,0.60456,,,,,,,,,
2052340, 52340 (1992 SY),52340,,,Y,N,0,18.1,,,,,,,,,,,,,,,,,,,JPL 89,2460000.5,60000,2023-02-25.0,J2000,0.5473,2.212,1.001,8.08,5.26,116.33,39.17,3.42,0.2995,2459869.71,2022-10-17.2,1.20E+03,3.29,0.101,39.1,1.75,3.43,1.60E-08,6.20E-09,3.70E-08,5.60E-06,2.00E-05,2.30E-05,1.10E-05,9.50E-09,1.30E-09,3.60E-05,5.00E-06,APO,Otto Matic,13230,19/03/80,08/06/16,672,,,0,0.55059,,,,,,,,,
2052381, 52381 (1993 HA),52381,,,Y,N,0,20.07,,,,,,,,,,4.1103,,,,,,,,,JPL 106,2460000.5,60000,2023-02-25.0,J2000,0.144,1.278,1.094,7.73,183.26,263.85,350.06,1.46,0.682,2460015.07,2023-03-11.5,528,1.45,0.168,65.2,3.68,5.04,2.50E-08,1.30E-09,3.20E-08,2.90E-06,1.70E-05,1.90E-05,8.70E-06,1.50E-09,1.10E-09,1.30E-05,8.20E-07,AMO,Otto Matic,10672,17/04/93,06/07/22,389,,,0,0.47026,,,,,,,,,
2052689, 52689 (1998 FF2),52689,,,Y,N,0,19.17,,,,,,,,,,,,,,,,,,,JPL 52,2460000.5,60000,2023-02-25.0,J2000,0.2924,1.562,1.105,10.98,4.68,265.12,220.43,2.02,0.505,2460276.86,2023-11-28.3,713,1.95,0.211,82.2,3.13,4.36,4.80E-08,8.70E-09,7.20E-08,8.10E-06,2.70E-05,3.90E-05,5.10E-05,1.10E-08,4.20E-09,1.00E-04,5.90E-06,AMO,Otto Matic,9059,25/02/98,15/12/22,298,,,0,0.61066,,,,,,,,,
2052750, 52750 (1998 KK17),52750,,,Y,N,0,16.56,,,,,,,1.059,,0.471,26.43,,,,,,,,0.01,JPL 272,2460000.5,60000,2023-02-25.0,J2000,0.5248,1.427,0.678,11.17,141.32,334.14,239.96,2.18,0.5783,2460208.06,2023-09-20.5,622,1.7,0.162,63.1,2.96,4.52,2.70E-08,1.70E-09,3.90E-08,3.70E-06,1.30E-05,1.40E-05,8.10E-06,2.60E-09,1.00E-09,1.40E-05,1.10E-06,APO,Otto Matic,10947,29/08/92,19/08/22,1416,,,0,0.41962,,,,,,,,,
2052761, 52761 (1998 MN14),52761,,,Y,N,0,17.98,,,,,,,,,,,,,,,,,,,JPL 82,2460000.5,60000,2023-02-25.0,J2000,0.2242,1.555,1.206,19.48,258.98,350.42,276.43,1.9,0.5085,2460164.85,2023-08-08.3,708,1.94,0.193,75.2,3.15,4.35,1.60E-07,1.20E-08,2.60E-07,1.20E-05,1.60E-05,4.00E-05,6.80E-05,1.40E-08,5.80E-09,1.40E-04,8.00E-06,AMO,Otto Matic,8982,25/06/98,27/01/23,404,,,0,0.5441,,,,,,,,,
2052762, 52762 (1998 MT24),52762,,,Y,N,0,14.92,,,,,,,6.742,,0.051,12.08,,,,,,,,0.19,JPL 150,2460000.5,60000,2023-02-25.0,J2000,0.6527,2.417,0.839,33.85,309.02,254.45,231.77,3.99,0.2623,2460489.36,2024-06-27.8,1.37E+03,3.76,0.139,53.9,2.44,3.01,4.60E-08,1.70E-08,1.10E-07,7.60E-06,1.00E-05,9.90E-06,1.30E-05,2.90E-08,2.80E-09,5.40E-05,1.50E-05,APO,Otto Matic,25273,02/10/53,12/12/22,794,,,0,0.49564,,,,,,,,,
2053110, 53110 (1999 AR7),53110,,,Y,N,1,16.73,,,,,,,,,,2.7375,,,,,,,,,JPL 260,2460000.5,60000,2023-02-25.0,J2000,0.2146,1.644,1.292,40.62,85.42,58.24,115.04,2,0.4674,2459754.37,2022-06-23.8,770,2.11,0.409,159,3.38,4,3.40E-08,6.00E-09,5.90E-08,6.80E-06,6.10E-06,1.60E-05,1.50E-05,7.30E-09,2.60E-09,3.10E-05,4.20E-06,AMO,Otto Matic,8321,28/11/98,09/09/21,1209,,,0,0.45751,,,,,,,,,
2053409, 53409 (1999 LU7),53409,,,Y,N,0,18.73,,,,,,,,,,,,,,,,,,,JPL 35,2460000.5,60000,2023-02-25.0,J2000,0.6283,2.101,0.781,10.88,206.69,147.76,250.48,3.42,0.3235,2460339.02,2024-01-29.5,1.11E+03,3.05,0.0875,34.1,2.09,3.45,7.80E-08,2.00E-08,1.60E-07,1.90E-05,6.80E-05,7.00E-05,3.50E-05,3.20E-08,4.50E-09,1.10E-04,1.60E-05,APO,Otto Matic,7620,10/06/99,20/04/20,117,,,0,0.61851,,,,,,,,,
2053430, 53430 (1999 TY16),53430,,,Y,N,0,16.69,,,,,,,1.233,,0.266,9.5819,,,,,,,,0.32,JPL 172,2460000.5,60000,2023-02-25.0,J2000,0.4035,2.099,1.252,60.41,241.91,156.95,255.72,2.95,0.3241,2460322.2,2024-01-12.7,1.11E+03,3.04,0.29,113,2.55,3.05,5.20E-08,5.40E-09,1.10E-07,7.00E-06,5.10E-06,1.70E-05,9.80E-06,7.50E-09,1.20E-09,3.10E-05,4.30E-06,AMO,Otto Matic,7787,13/10/99,06/02/21,901,,,0,0.40808,,,,,,,,,
2053435, 53435 (1999 VM40),53435,,,Y,N,0,14.74,,,,,,,,,,5.189,,,,,S,,,,JPL 467,2460000.5,60000,2023-02-25.0,J2000,0.4832,2.311,1.194,15.35,51.35,354.47,241.01,3.43,0.2805,2460424.65,2024-04-24.1,1.28E+03,3.51,0.204,79.4,1.99,3.38,2.80E-08,4.10E-09,6.60E-08,3.20E-06,1.00E-05,1.10E-05,2.50E-06,6.10E-09,7.50E-10,9.30E-06,3.40E-06,AMO,Otto Matic,17462,13/08/74,04/06/22,2728,,,0,0.38252,,,,,,,,,
2054071, 54071 (2000 GQ146),54071,,,Y,N,0,17.47,,,,,,,,,,51,,,,,,,,,JPL 186,2460000.5,60000,2023-02-25.0,J2000,0.1975,1.329,1.067,23.44,36.34,128.32,6.92,1.59,0.6431,2459989.74,2023-02-14.2,560,1.53,0.125,48.8,3.42,4.82,4.90E-08,1.50E-09,6.50E-08,9.20E-06,8.40E-06,1.60E-05,1.30E-05,1.80E-09,1.10E-09,2.10E-05,9.40E-07,AMO,Otto Matic,12601,03/10/88,04/04/23,996,,,0,0.51039,,,,,,,,,
2054401, 54401 (2000 LM),54401,,,Y,N,0,17.23,,,,,,,1.189,,0.181,19.03,,,,,,,,0.19,JPL 201,2460000.5,60000,2023-02-25.0,J2000,0.2623,1.711,1.262,18.95,240.84,67.14,32.66,2.16,0.4405,2459926.36,2022-12-12.8,817,2.24,0.355,138,3.15,4.09,2.50E-08,2.50E-09,4.40E-08,5.50E-06,9.40E-06,1.80E-05,1.40E-05,3.20E-09,9.70E-10,3.20E-05,1.80E-06,AMO,Otto Matic,11902,28/10/89,30/05/22,1064,,,0,0.4602,,,,,,,,,
2054660, 54660 (2000 UJ1),54660,,,Y,N,0,17.97,,,,,,,,,,5.44,,,,,,,,,JPL 95,2460000.5,60000,2023-02-25.0,J2000,0.2807,1.477,1.062,46.69,223.71,158.02,157.82,1.89,0.5492,2459713.13,2022-05-13.6,656,1.79,0.0865,33.6,3.58,4.22,4.50E-08,2.10E-09,6.60E-08,1.20E-05,4.40E-06,1.00E-05,8.50E-06,2.60E-09,1.20E-09,1.50E-05,1.40E-06,AMO,Otto Matic,7223,19/10/00,29/07/20,661,0,3,0,0.40676,,,,,,,,,
2054686, 54686 (2001 DU8),54686,,,Y,N,0,16.61,,,,,,,1.349,,0.244,9.958,,,,,S,,,0.46,JPL 229,2460000.5,60000,2023-02-25.0,J2000,0.3417,1.777,1.17,33.21,161.7,265.89,157.66,2.38,0.4161,2459621.64,2022-02-11.1,865,2.37,0.433,168,3.33,3.85,2.90E-08,4.20E-09,5.20E-08,7.00E-06,6.60E-06,1.30E-05,1.20E-05,5.70E-09,1.50E-09,2.90E-05,3.10E-06,AMO,Otto Matic,12186,03/12/88,15/04/22,1170,,,0,0.42655,,,,,,,,,
2054690, 54690 (2001 EB),54690,,,Y,N,0,17.52,,,,,,,,,,,,,,,Sl,,,,JPL 106,2460000.5,60000,2023-02-25.0,J2000,0.2565,1.63,1.212,35.36,33.52,99.59,230.8,2.05,0.4738,2460273.18,2023-11-24.6,760,2.08,0.413,161,3.24,4.08,6.70E-08,1.00E-08,1.10E-07,2.30E-05,1.20E-05,3.70E-05,4.80E-05,1.30E-08,4.60E-09,1.00E-04,7.30E-06,AMO,Otto Matic,25344,14/12/52,05/05/22,396,,,0,0.54603,,,,,,,,,
2054789, 54789 (2001 MZ7),54789,,,Y,N,0,15.08,,,,,,,1.567,,0.856,37.57,,,,,,,,0.03,JPL 671,2460000.5,60000,2023-02-25.0,J2000,0.2875,1.776,1.265,24.47,130.08,20.01,175.64,2.29,0.4165,2459578.75,2021-12-30.2,864,2.37,0.292,114,2.76,3.95,1.70E-08,2.10E-09,3.00E-08,1.30E-06,2.10E-06,4.00E-06,5.00E-06,2.80E-09,7.50E-10,1.10E-05,1.60E-06,AMO,Otto Matic,16029,25/10/78,13/09/22,4854,,,0,0.32333,,,,,,,,,
2055408, 55408 (2001 TC2),55408,,,Y,N,0,18.82,,,,,,,0.461,,0.342,,,,,,,,,0.01,JPL 73,2460000.5,60000,2023-02-25.0,J2000,0.2246,1.1,0.853,30.39,193.83,353.54,53.75,1.35,0.8545,2459937.6,2022-12-24.0,421,1.15,0.146,56.8,3.61,5.5,9.40E-08,2.60E-09,1.00E-07,1.30E-05,8.40E-06,2.50E-05,3.70E-05,3.20E-09,3.00E-09,4.30E-05,1.50E-06,APO,Otto Matic,14180,13/11/79,09/09/18,255,,,0,0.50471,,,,,,,,,
2055532, 55532 (2001 WG2),55532,,,Y,N,0,16.14,,,,,,,1.306,,0.376,46.08,,,,,Sk,,,0.04,JPL 162,2460000.5,60000,2023-02-25.0,J2000,0.6957,1.794,0.546,38.54,81.41,132.38,248.2,3.04,0.4101,2460273.14,2023-11-24.6,878,2.4,0.338,131,2.49,3.56,9.40E-08,6.30E-09,1.70E-07,1.00E-05,8.10E-06,9.40E-06,1.40E-05,1.10E-08,2.10E-09,3.40E-05,4.60E-06,APO,Otto Matic,25217,07/12/53,22/12/22,700,,,0,0.49072,,,,,,,,,
2065674, 65674 (1988 SM),65674,,,Y,N,0,18.28,,,,,,,,,,,,,,,,,,,JPL 102,2460000.5,60000,2023-02-25.0,J2000,0.344,1.665,1.092,10.95,0.87,313.32,29.27,2.24,0.4589,2459936.72,2022-12-23.2,785,2.15,0.132,51.3,3.1,4.17,4.10E-08,4.40E-09,6.80E-08,5.50E-06,2.20E-05,2.40E-05,1.70E-05,5.90E-09,1.80E-09,3.70E-05,3.10E-06,AMO,Otto Matic,12231,29/09/88,26/03/22,333,,,0,0.53684,,,,,,,,,
2065706, 65706 (1992 NA),65706,,,Y,N,0,16.57,,,,,,,,,,3.4844,,,,,C,,,,JPL 141,2460000.5,60000,2023-02-25.0,J2000,0.5559,2.397,1.064,9.64,349.19,8.71,77.82,3.73,0.2656,2459707.51,2022-05-08.0,1.36E+03,3.71,0.0602,23.4,1.73,3.28,2.90E-08,2.50E-09,6.90E-08,4.40E-06,2.40E-05,2.40E-05,5.80E-06,3.90E-09,4.10E-10,2.20E-05,2.10E-06,AMO,Otto Matic,11216,01/07/92,17/03/23,701,,,0,0.47687,,,,,,,,,
2065733, 65733 (1993 PC),65733,,,Y,N,0,18.43,,,,,,,,,,4.185,,,,,,,,,JPL 164,2460000.5,60000,2023-02-25.0,J2000,0.4743,1.154,0.607,4.15,336.92,168.69,119.16,1.7,0.7948,2459850.57,2022-09-28.0,453,1.24,0.0659,25.7,3.31,5.33,2.50E-08,2.20E-09,3.00E-08,2.90E-06,3.10E-05,3.20E-05,5.70E-06,3.20E-09,2.30E-09,7.10E-06,1.30E-06,APO,Otto Matic,10157,01/10/92,23/07/20,754,,,0,0.46636,,,,,,,,,
2065996, 65996 (1998 MX5),65996,,,Y,N,0,18.55,,,,,,,,,,3.399,,,,,,,,,JPL 161,2460000.5,60000,2023-02-25.0,J2000,0.6043,2.937,1.162,9.55,265.25,57.22,326.1,4.71,0.1959,2460173.57,2023-08-17.0,1.84E+03,5.03,0.202,78.7,0.97,2.95,1.70E-08,5.60E-09,5.00E-08,3.10E-06,1.60E-05,1.90E-05,3.00E-06,8.90E-09,5.60E-10,1.60E-05,5.20E-06,AMO,Otto Matic,9269,14/07/93,29/11/18,939,,,0,0.4365,,,,,,,,,
2066008, 66008 (1998 QH2),66008,,,Y,N,0,15.99,,,,,,,1.484,,0.319,7.09,,,,,,,,0.28,JPL 287,2460000.5,60000,2023-02-25.0,J2000,0.3627,1.426,0.909,61.01,168.93,14.02,283,1.94,0.5787,2460133.56,2023-07-08.0,622,1.7,0.0765,29.8,3.04,4.12,1.70E-08,3.40E-09,2.40E-08,1.70E-06,1.30E-06,2.80E-06,7.10E-06,4.60E-09,2.10E-09,1.30E-05,2.20E-06,APO,Otto Matic,9640,23/06/96,14/11/22,1508,,,0,0.46576,,,,,,,,,
2066063, 66063 (1998 RO1),66063,,,Y,N,1,18.15,,,,,,,,,,2.4924,,,,,,,,,JPL 126,2460000.5,60000,2023-02-25.0,J2000,0.72,0.991,0.277,22.69,351.85,151.17,187.19,1.7,0.9991,2460173.46,2023-08-16.9,360,0.987,0.092,35.8,3.35,5.81,7.20E-08,2.70E-09,7.10E-08,9.00E-06,6.00E-06,8.20E-06,2.80E-05,4.60E-09,4.10E-09,2.80E-05,1.50E-06,ATE,Otto Matic,9064,12/09/96,07/07/21,1321,4,0,0,0.42996,,,,,,,,,
2066146, 66146 (1998 TU3),66146,,,Y,N,0,14.43,,,,,,,2.864,,0.224,2.375,,,,,,,,1.17,JPL 358,2460000.5,60000,2023-02-25.0,J2000,0.4838,0.7876,0.407,5.41,101.99,84.88,104.58,1.17,1.41,2459926.34,2022-12-12.8,255,0.699,0.0736,28.7,3.79,7.29,3.40E-08,1.20E-09,2.70E-08,7.70E-07,1.10E-05,1.30E-05,9.30E-06,1.80E-09,3.30E-09,6.60E-06,6.00E-07,ATE,Otto Matic,14576,04/12/82,31/10/22,1819,,,0,0.34884,,,,,,,,,
2066251, 66251 (1999 GJ2),66251,,,Y,N,0,17.04,,,,,,,1.222,,0.187,2.4629,,,,,,,,0.23,JPL 411,2460000.5,60000,2023-02-25.0,J2000,0.1981,1.536,1.231,11.28,196.2,142.5,74.42,1.84,0.518,2459856.82,2022-10-04.3,695,1.9,0.247,96,3.56,4.43,2.70E-08,1.30E-09,4.20E-08,2.50E-06,1.20E-05,1.40E-05,8.30E-06,1.50E-09,6.50E-10,1.60E-05,8.80E-07,AMO,Otto Matic,14031,12/10/84,13/03/23,2311,,,0,0.4417,,,,,,,,,
